matrix_sha256	row_id	disposition	harbor_rule	replacement_owner	destination_paths	source_basis	license_treatment	evidence_refs	result
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-003	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-HTTP-003 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-HTTP-003
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-004	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-HTTP-004 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-HTTP-004
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-005	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-HTTP-005 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-HTTP-005
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-006	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-HTTP-006 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-HTTP-006
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-HTTP-007	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-HTTP-007 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-HTTP-007
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-001	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-IDX-001 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-IDX-001
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-002	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-IDX-002 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-IDX-002
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-003	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-IDX-003 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-IDX-003
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-004	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-IDX-004 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-IDX-004
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-IDX-005	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-IDX-005 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-IDX-005
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-001	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-RT-001 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-RT-001
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-002	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-RT-002 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-RT-002
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-003	rewrite	REWRITE-NO-COPY	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/client.d.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/canonical-e4-session-port.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-RT-003 implementation under bb-89n.6; accepted bb-89n.11 through bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-RUNTIME-ADP-RT-003
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-004	port	BB-NEW	P30 canonical E4 client runtime (bb-89n.13)	packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz#package/dist/session-runtime.d.ts;packages/coding-agent/src/breadboard/session-port.ts	Clean-room ADP-RT-004 implementation under bb-89n.6; accepted bb-89n.13 canonical E4 contract; approved E4 client commit bc4f5ce85d10194b3c39eead916d753f5b821e6c; vendored @breadboard/sdk 0.2.2 artifact sha256:2e7dbd6dd1f655c431ecd56e833e7b3c3598c8b8bb1f6e62649204368cedffe2; product provenance packages/coding-agent/breadboard-sdk-provenance.json; no donor bytes.	BreadBoard-owned clean-room implementation; canonical @breadboard/sdk artifact is vendored under product provenance; no donor license claim.	packages/coding-agent/src/breadboard/canonical-e4-session-port.test.ts;packages/coding-agent/src/breadboard/session-event-projector.test.ts;packages/coding-agent/vendor/breadboard-sdk-0.2.2.tgz;packages/coding-agent/breadboard-sdk-provenance.json	IMPLEMENTED-CANONICAL-E4-PORT-ADP-RT-004
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-005	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-005; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
e6bae987ffc0c6bbc5fad384a3eab858cc287b1e482ad188379d762e2aaad87d	ADP-RT-006	rewrite	REWRITE-NO-COPY	P30 clean-room session evidence/redaction schema (Follow-up A)	sdk/ts/src/session-evidence.ts	Accepted bb-89n.13 canonical E4 runtime types and bb-89n.14 runtime capture; clean-room rewrite under bb-89n.6 row ADP-RT-006; no P24 source or fixture input	BreadBoard-owned clean-room implementation; no P24 ancestry or license claim; final product incorporation remains owned by bb-89n.16	sdk/ts/test/session-evidence.test.mjs;sdk/ts/test/fixtures/session-evidence.static.v1.json;sdk/ts/test/fixtures/session-evidence.bb89n14.v1.json	R-REDACTION-PASS
